J2000 E2000,,,,,,,,Multiplicity,,,,,,,,,,Names,,,,,,,,,,,,,,Positions,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motions,,,,,,,,,Galactic Kinematics,,,,,,,,,,,,,GALEX photometry,,,,,SDSS photometry,,,,,,,,,,,,,,,,,,,,,TYCHO photometry,,,,Johnson-Kron-Cousins photometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,,,,,,,,,,WISE photometry,,,,,,,,,,,,,,,,,,,X-ray photometry,,,,,,,Photometry Derived Parameters,,,,,,,,,,,,,,,Spectroscopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derived spectroscopic,,,,,,,,,,,,,,,Membership,,,,,,,,,,,,,,,,,,,,,,,,,,rawRV,,,,,,,,,,,,,,,,rawParallax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notes,
Rah,Ram,Ras,DECf,DECd,DECm,DECs,Lithium,# stars,sepfrom,separation,position angle,date,period,separation ref,delta mag,filter,deltaMag ref,Name,TYCHO-2,GJ,HD,HR,CD,1RXS,UCAC4,PPMXL,2MASS ID,SDSS ID,WISE ID,YPC,HIP,Raraw,eRAraw,DECraw,eDECraw,EPOCH,position ref,RA,eRA,DEC,eDEC,pi,epi,pi ref,rv,erv,rv ref,radius-based dist.,radius-based dist. Ref,Cluster Parallax,Cluster Parallax ref.,dist,edist,dist method,distance ref,rv_pred,erv_pred,rv_pred method,rv_pred ref,pmRA,epmRA,pmDEC,epmDEC,pm ref,pm,epm,pa,epa,U,eU,V,eV,W,eW,X,eX,Y,eY,Z,eZ,kinematic ref,FUV,eFUV,NUV,eNUV,GALEX joint,u',eu',u' flag,u' ref,g',eg',g' flag,g' ref,r',er',r' flag,r' ref,i',ei',i' flag,i' ref,z',ez',z' flag,z' ref,SDSS joint,Bt,eBt,Vt,eVt,Uj,eUj,Uj flag,Uj ref,Bj,eBj,Bj flag,Bj ref,Vj,eVj,Vj flag,Vj ref,Rkc,eRkc,Rkc flag,Rkc ref,Ikc,eIkc,Ikc flag,Ikc ref,optical joint?,Zuk,eZuk,Zuk flag,Zuk ref,Yuk,eYuk,Yuk flag,Yuk ref,J,eJ,J flag,J ref,H,eH,H flag,H ref,K,eK,K flag,K ref,NIR joint?,W1,eW1,W1 flag,W1 ref,W2,eW2,W2 flag,W2 ref,W3,eW3,W3 flag,W3 ref,W4,eW4,W4 flag,W4 ref,WISE joint?,variability,variability filter,X-ray,X joint?,eX-ray,hr1,ehr1,hr2,ehr2,MV,B-V,V-K,V-I,J-K,EB-V,EB-V ref,Mbol,eMbol,Mbol ref,Lx,eLx,Lx/Lbol,Lx/Lbol flag,LUV/Lbol,SpType,SpType ref,SpType joint,Teff,eTeff,Teff ref,Teff 2,eTeff 2,Teff 2 Ref,Teff 3,eTeff 3,Teff 3 ref,Teff 4,eTeff 4,Teff 4 ref,vsini,evsini,vsini flag,vsini ref,vsini2,evsini2,vsini flag 2,vsini2 ref,vsini3,evsini3,vsini flag 3,vsini3 ref,CaH Index,eCaH Index,CaH ref,CaH-Narrow Index,eCaH-Narrow,CaH-Narrow ref,H-alpha EW,eH-alpha EW,H-alpha ref,H-alpha EW 2,eH-alpha EW2,H-alpha 2 ref,H-alpha EW 3,eH-alpha EW 3,H-alpha 3 ref,Li6708 EW,eLi6708 EW,Li6708 EW flag,Li6708 ref,Li6708 EW2,eLi6708 EW2,Li6708 EW flag2,Li6708 ref2,Li6708 EW3,eLi6708 EW 3,Li6708 flag3,Li6708 ref3,Li Abundance,Li Abundance REF,K7699 EW,eK7699 EW,K7699 ref,Na8200 EW,eNa8200 EW,Na8200 Index,eNa8200 Index,Na8200 ref,Fe/H,eFe/H,Fe/H ref,Ba/H,eBa/H,Ba/Fe ref,RHK,eRHK,RHK ref,log g,elog g,log g ref,log g 2,elog g 2,log g 2 ref,GROUP,GROUP quality,GROUP1,%Cert 1,GROUP1 ref,GROUP2,%Cert 2,GROUP2 ref,GROUP3,%Cert 3,GROUP3 ref,GROUP4,%Cert 4,GROUP4 ref,GROUP5,%Cert 5,GROUP5 ref,GROUP6,%Cert 6,GROUP6 ref,GROUP7,%Cert 7,GROUP7 ref,GROUP8,%Cert 8,GROUP8 ref,RV1,eRV1,RV1 ref,RV1 flag,RV2,eRV2,RV2 ref,RV2 flag,RV3,eRV3,RV3 ref,RV3 flag,RV4,eRV4,RV4 ref,RV4 flag,pi1,epi1,pi1ref,pi1flag,pi2,epi2,pi2ref,pi2flag,pi3,epi3,pi3ref,pi3flag,pi4,epi4,pi4ref,pi4flag,pi5,epi5,pi5ref,pi5flag,pi6,epi6,pi6ref,pi6flag,pi7,epi7,pi7ref,pi7flag,pi8,epi8,pi8ref,pi8flag,Notes,Notes2
09,47,19.857,-,40,03,09.79,X,1,,,,,,,,,,CD-39 5883,7697-02254-1,,,,-39-05883,J094720.6-400317,250-039629,'6129497013878029191,09471986-4003098, ,J094719.82-400309.6,,,146.8327356,35.00,-40.0527131,32.00,2451544.5000,Hoeg2000,146.8327356,35.00,-40.0527131,32.00,-----,-----,,15.00,1.00,T,,,,,100.0,,kinematic,Torres 2008,,,,,-43.70,2.20,20.90,2.10,Hoeg2000,48.44,3.04,295.56,2.24,,,,,,,,,,,,,,,,,,,  ,,,,11.188,0.050,-,UCAC4,10.565,0.040,-,UCAC4,10.347,0.020,-,UCAC4,,,,,,11.725,0.058,10.967,0.051,,,,,11.490,0.050,-,UCAC4,10.754,0.010,-,UCAC4,,,,,#VALUE!,,,Torres2006,,,,,,,,,,9.412,0.020,5,UCAC4,8.982,0.030,5,UCAC4,8.881,0.020,5,UCAC4,,8.788,0.023,A,ALLWISE,8.815,0.020,A,ALLWISE,8.752,0.025,A,ALLWISE,9.256,0.537,C,ALLWISE,,0.713,,1.15E-01,,1.89E-02,0.18,0.15,-0.3,0.18,-----,0.736,1.873,-----,0.531,,,,,,,,,,,K0V,De-Silva2013,,,,,5225,,Da-Silva2009,,,,,,,11.0,1.0,e,Da-Silva2009,10.8,1.2,,Torres2006,10.5,1.0,e,De-Silva2013,,,,,,,,,Torres2006,,,,,,,260.00,,,Da-Silva2009,,,,,,,,,2.65,Da-Silva2009,,,,,,,,,,,,,,,,,,,,,,,,Argus,,Argus,,De-Silva2013,Argus,100,Torres2008,,,,,,,,,,,,,,,,,,,15.00,1.00,Torres2006,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
09,48,43.300,-,44,54,08.00,X,2,,,,,,,,,,HD85151A,7705-00414-1,,085151,,,,226-042664,'6134769335393741333,09484328-4454081, ,J094843.22-445407.9,,,147.1798921,87.00,-44.9021306,33.00,2451544.5000,UCAC4,147.1798921,87.00,-44.9021306,33.00,-----,-----,,13.85,0.20,TT,,,,,69.0,,kinematic,Torres 2008,,,,,-68.40,8.00,33.50,3.00,UCAC4,76.16,8.54,296.09,1.26,,,,,,,,,,,,,,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,10.252,0.026,9.662,0.022,,,,,10.252,0.990,-,UCAC4,9.230,,,Girard2011,,,,,#VALUE!,,,Torres2006,T,,,,,,,,,7.995,0.020,5,UCAC4,7.709,0.030,5,UCAC4,7.583,0.020,5,UCAC4,J,7.473,0.029,A,ALLWISE,7.574,0.020,A,ALLWISE,7.558,0.018,A,ALLWISE,7.490,0.126,B,ALLWISE,,,,1.06E-01,J,1.73E-02,-0.24,0.16,-0.17,0.27,-----,1.022,1.647,-----,0.412,,,,,,,,,,,G7V,De-Silva2013,,,,,5607,,Da-Silva2009,,,,,,,,,,,,,,,,,,,,,,,,,,,Torres2006,,,,,,,220.00,,,Da-Silva2009,,,,,,,,,2.93,Da-Silva2009,,,,,,,,,,,,,,,,,,,,,,,,Argus,,Argus,,De-Silva2013,Argus,95,Torres2008,,,,,,,,,,,,,,,,,,,14.30,1.00,Torres2006,P,13.40,1.00,Torres2006,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
09,48,43.400,-,44,54,08.80,X,0,,,,,,,,,,HD85151B,7705-00414-2,,085151,,-44-05892,,226-042666,,09484328-4454081, ,J094843.22-445407.9,,,147.1808694,24.00,-44.9024499,22.00,2451544.5000,Hoeg2000,147.1808694,24.00,-44.9024499,22.00,-----,-----,,13.85,0.20,TT,,,,,69.0,,kinematic,Torres 2008,,,,,-2.30,2.40,4.30,1.70,Hoeg2000,4.88,2.94,331.86,40.28,,,,,,,,,,,,,,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,11.085,0.047,10.281,0.035,,,,,11.085,0.990,-,UCAC4,10.281,0.990,-,UCAC4,,,,,#VALUE!,,,Torres2006,,,,,,,,,, ,,,, ,,,, ,,,,,7.473,0.029,A,ALLWISE,7.574,0.020,A,ALLWISE,7.558,0.018,A,ALLWISE,7.490,0.126,B,ALLWISE,,,,0.00E+00,,0.00E+00,9.99,9.99,9.99,9.99,-----,0.804,-----,-----,-----,,,,,,,,,,,G9V,De-Silva2013,,,,,5383,,Da-Silva2009,,,,,,,,,,,,,,,,,,,,,,,,,,,Torres2006,,,,,,,250.00,,,Da-Silva2009,,,,,,,,,2.79,Da-Silva2009,,,,,,,,,,,,,,,,,,,,,,,,Argus,,Argus,,De-Silva2013,Argus,100,Torres2008,,,,,,,,,,,,,,,,,,,14.30,1.00,Torres2006,P,13.40,1.00,Torres2006,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
09,48,50.200,+,15,38,44.90,,1,,,,,,,,,,G 43-2,,,,,,,529-049513,'4093099736214025493,09485020+1538449,J094850.19+153846.1,J094850.18+153847.2,,,147.2091774,100.00,15.6458798,100.00,2451544.5000,UCAC4,147.2091774,100.00,+15.6458798,100.00,56.90,3.20,S,-0.80,0.20,S,,,,,24.3,2.7,photometric,Shkolnik2009,,,,,-9.00,8.00,217.00,8.00,UCAC4,217.19,11.31,357.63,4.05,-6.500,0.500,16.400,1.000,3.900,0.400,,,,,,,Shkolnik2012,,,,,,16.6700000763,0.0080000004,3,SDSS9,15.349,0.006,3,SDSS9,12.724,0.002,3,SDSS9,11.457,0.001,3,SDSS9,11.0889997482,0.0020000001,3,SDSS9,,  ,,,,,,,,14.861,0.040,-,UCAC4,13.245,0.020,-,UCAC4,,,,,--,,,,,,,,,,,,,9.303,0.020,5,UCAC4,8.731,0.030,5,UCAC4,8.470,0.030,5,UCAC4,,8.315,0.023,A,ALLWISE,8.135,0.020,A,ALLWISE,8.018,0.022,A,ALLWISE,8.009,0.214,B,ALLWISE,,,,,,,,,,,12.021,1.616,4.775,-----,0.833,,,,,,,,,,,M2,Shkolnik2012,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,Shkolnik2009,,0.051,Shkolnik2009,-2.13,0.45,Shkolnik2009,,,,,,,,,,,,,,,,,,,,,1.94,0.24,Shkolnik2009,,,,,,,,,,,,,,,,,,,,,,,20-150,,Shkolnik2009,,,,,,,,,,,,,,,,,,,,,,-0.80,0.20,Shkolnik2012,P,,,,,,,,,,,,,56.9,3.2,Shkolnik2012,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
09,49,09.034,-,65,40,21.17,X,2?,,,,,,,,,,CD-65 817,8954-00901-1,,,,-65-00817,J094909.8-654021,122-023759,'6205946043193305662,09490909-6540208, ,J094909.08-654020.4,,,147.2877015,28.00,-65.6725424,31.00,2451544.5000,Hoeg2000,147.2877015,28.00,-65.6725424,31.00,-----,-----,,7.30,1.00,T,,,,,141.0,,kinematic,Torres 2008,,,,,-32.30,2.70,19.90,2.60,Hoeg2000,37.94,3.75,301.64,2.43,,,,,,,,,,,,,,,,,,,  ,,,,10.788,0.260,-,UCAC4,10.043,0.060,-,UCAC4,9.792,0.030,-,UCAC4,,,,,,11.179,0.050,10.553,0.041,,,,,10.840,0.060,-,UCAC4,10.240,,,Girard2011,,,,,9.640,,,Torres2006,,,,,,,,,,9.069,0.030,5,UCAC4,8.797,0.040,5,UCAC4,8.651,0.030,5,UCAC4,J,8.397,0.023,A,ALLWISE,8.422,0.019,A,ALLWISE,8.397,0.019,A,ALLWISE,8.439,0.170,B,ALLWISE,J,0.432,,0.0873,J,0.00E+00,9.99,9.99,9.99,9.99,-----,0.600,1.589,0.600,0.418,,,,,,,,,,,G5V,De-Silva2013,,,,,5988,,Da-Silva2009,,,,,,,19.0,1.0,e,Da-Silva2009,19.2,1.2,,Torres2006,,,,,,,,,,,,,Torres2006,,,,,,,200.00,,,Da-Silva2009,,,,,,,,,3.19,Da-Silva2009,,,,,,,,,,,,,,,,,,,,,,,,Argus,,Carina-Vela,,Makarov2000,Argus,100,Torres2008,Argus,,De-Silva2013,,,,,,,,,,,,,,,,7.30,1.00,Torres2006,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
09,49,09.284,-,65,40,19.91,,0?,,,,,,,,,,J094909.8-654021,8954-00901-1,,,,,J094909.8-654021,122-023759,'6205946043193305662,09490909-6540208, ,J094909.08-654020.4,,,147.2877015,28.00,-65.6725424,31.00,2451544.5000,Hoeg2000,147.2877015,28.00,-65.6725424,31.00,-----,-----,,7.30,1.00,T,,,,,141.0,,kinematic,Torres 2008,,,,,-32.30,2.70,19.90,2.60,Hoeg2000,37.94,3.75,301.64,2.43,,,,,,,,,,,,,,,,,,,  ,,,,10.788,0.260,-,UCAC4,10.043,0.060,-,UCAC4,9.792,0.030,-,UCAC4,,,,,,11.179,0.050,10.553,0.041,,,,,10.840,0.060,-,UCAC4,10.180,,,Girard2011,,,,,9.640,,,Torres2006,,,,,,,,,,9.069,0.030,5,UCAC4,8.797,0.040,5,UCAC4,8.651,0.030,5,UCAC4,J,8.397,0.023,A,ALLWISE,8.422,0.019,A,ALLWISE,8.397,0.019,A,ALLWISE,8.439,0.170,B,ALLWISE,J,,,0.0873,J,1.86E-02,0.23,0.21,-0.13,0.25,-----,0.660,1.529,0.540,0.418,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,1.2,,Torres2006,,,,,,,,,,,,,,,,,Torres2006,,,,,,,20.00,50,,Torres2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carina-Vela,,Makarov2000,,,,,,,,,,,,,,,,,,,,,,7.30,1.00,Torres2006,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
09,50,30.082,+,04,20,37.14,,1,,,,,,,,,,4 Sex,0240-01806-1,,085217,,,,472-042896,'4057159512440041295,09503007+0420369,J095030.07+042036.8,J095030.01+042036.2,,48273,147.6257040,0.29,4.3437740,0.20,2448349.0625,vanLeeuwen2007,147.6253411,2.73,+04.3436497,1.67,22.39,0.33,v,17.44,0.00,EKM,,,0.0281,Eggen1991,,,,,,,,,-148.90,0.31,-51.15,0.19,vanLeeuwen2007,157.44,0.36,251.04,0.20,22.100,,-17.500,,-10.100,,16.600,,-21.300,,23.200,,Eggen1991,,,,,,8.1660003662,0.001,3,SDSS9,10.769,0.007,3,SDSS9,6.649,0.001,3,SDSS9,6.450,0.001,3,SDSS9,6.5590000153,0.001,3,SDSS9,,6.786,0.015,6.293,0.010,,,,,6.793,0.990,-,UCAC4,6.295,0.990,-,UCAC4,,,,,,,,,,,,,,,,,,5.392,0.020,5,UCAC4,5.180,0.030,5,UCAC4,5.078,0.020,5,UCAC4,,5.174,0.168,B,ALLWISE,4.804,0.099,A,ALLWISE,5.093,0.015,A,ALLWISE,5.066,0.036,A,ALLWISE,,,,,,,,,,,3.045,0.498,1.217,-----,0.314,,,,,,,,,,,F6V,Eggen1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IC 2391 Supercluster,,IC 2391 Supercluster,,Eggen1991,,,,,,,,,,,,,,,,,,,,,,17.00,5.00,Eggen1991,P,17.48,0.72,Kharchenko2007,P,17.40,0.90,Montes2001,P,,,,,22.39,0.33,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*Eggen note: Sp. B., P=3.0d. Equal components. The systemic velocity is uncertain.",.
09,51,04.600,+,35,58,09.80,,1,,,,,,,,,,NLTT 22741,,,,,,,630-045058,'4237741173363942916,09510459+3558098,J095104.55+355808.9,J095104.49+355807.6,,,147.7690642,57.00,35.9692981,49.00,2451544.5000,UCAC4,147.7690642,57.00,+35.9692981,49.00,32.52,1.84,DV,10.20,0.20,S,,,,,40.6,,kinematic,Gagne2014a,5,8.8,kinematic,Gagne2014a,-100.80,4.30,-154.70,4.30,UCAC4,184.64,6.08,213.09,3.69,-11.300,1.500,-17.300,2.800,2.000,1.200,,,,,,,Shkolnik2012,,,,,,18.6310005188,0.0189999994,3,SDSS9,16.212,0.003,3,SDSS9,14.732,0.003,3,SDSS9,13.091,0.003,3,SDSS9,12.1730003357,0.0020000001,3,SDSS9,,  ,,,,,,,,16.940,0.220,-,UCAC4,15.436,0.040,-,UCAC4,,,,,11.900,,,Shkolnik2012,,,,,,,,,,10.577,0.020,5,UCAC4,9.960,0.020,5,UCAC4,9.690,0.020,5,UCAC4,,9.532,0.023,A,ALLWISE,9.370,0.020,A,ALLWISE,9.183,0.034,A,ALLWISE,8.572,--,U,ALLWISE,,,,,,,,,,,12.997,1.504,5.746,3.536,0.887,,,,,,,,,,,M4.5,Shkolnik2012,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,Shkolnik2009,,0.051,Shkolnik2009,-4.98,0.45,Shkolnik2009,,,,,,,,,,,,,,,,,,,,,2.02,0.24,Shkolnik2009,,,,,,,,,,,,,,,,,,,,,Tuc-Hor,,40-300,,Shkolnik2009,Yfield,98.7,Gagne2014a,Tuc-Hor,--,Shkolnik2012,,,,,,,,,,,,,,,,10.20,0.20,Shkolnik2012,P,,,,,,,,,,,,,33.6,1.9,Dittmann2014,P,,,,,16.09,7.4,Vrba2004,P,,,,,,,,,,,,,,,,,,,,,,.
09,51,07.052,-,43,30,10.03,,1,,,,,,,,,,NLTT 22790,7706-01752-1,370,085512,,-42-05678,,,, , ,        ,,48331,147.7778354,0.45,-43.5016379,0.45,2448349.0625,vanLeeuwen2007,147.7793830,4.57,-43.5027847,4.48,89.67,0.67,vv,-10.03,0.07,MK,,,,,,,,,,,,,461.92,0.52,-471.92,0.51,vanLeeuwen2007,660.36,0.73,135.61,0.00,34.836,0.364,10.028,1.979,-4.833,0.327,,,,,,,King2003,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,9.159,0.017,7.803,0.010,,,,,8.760,,,Girard2011,7.780,,,Girard2011,,,,,6.330,0.032,,King2003,,,,,,,,,,5.451,0.018,,2MASS,4.998,0.026,,2MASS,4.717,0.021,,2MASS,,  ,,,,  ,,,,  ,,,,  ,,,,,,,,,,,,,,7.543,0.980,3.063,1.450,0.734,,,,,,,,,,,,King2003,,,,King2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King2003,,,,,,King2003,,,King2003,,,,,,Ursa Major,25,King2003,,,,,,,,,,,,,,,,,,,,,,-9.60,2.00,Montes2001,P,-10.20,1.25,Kharchenko2007,P,,,,,,,,,89.62,0.67,vanLeeuwen2007,P,101.5,9.9,vanAltena1995,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
09,51,14.031,-,04,14,36.05,,1,,,,,,,,,,,4899-01904-1,,085364,,,,429-050172,'3668000781822936760,09511402-0414361, ,J095114.03-041436.2,,48341,147.8084332,0.25,-4.2432811,0.26,2448349.0625,vanLeeuwen2007,147.8084642,2.72,-04.2433481,2.38,15.73,0.30,v,-10.00,3.70,K,,,,,,,,,,,,,12.74,0.31,-27.57,0.27,vanLeeuwen2007,30.37,0.41,155.20,0.63,11.014,0.688,1.862,1.100,-7.541,0.902,,,,,,,King2003,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,6.219,0.015,6.038,0.010,,,,,6.224,0.990,-,UCAC4,6.045,0.990,-,UCAC4,,,,,5.840,0.110,,King2003,,,,,,,,,,5.732,0.020,5,UCAC4,5.677,0.040,5,UCAC4,5.639,0.020,5,UCAC4,,5.621,0.168,B,ALLWISE,5.462,0.054,A,ALLWISE,5.674,0.015,A,ALLWISE,5.388,0.041,A,ALLWISE,,,,,,,,,,,2.029,0.179,0.406,0.205,0.093,,,,,,,,,,,,King2003,,,,King2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King2003,,,,,,King2003,,,King2003,,,,Ursa Major,,Ursa Major,75,King2003,,,,,,,,,,,,,,,,,,,,,,-10.00,3.70,Kharchenko2007,P,,,,,,,,,,,,,15.73,0.3,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
09,51,28.694,-,14,50,47.77,,1,,,,,,,,,,,5487-01653-1,,085444,,,,376-058758,'3632151585687817394,09512869-1450478, ,J095128.79-145048.5,,48356,147.8695102,0.20,-14.8465500,0.16,2448349.0625,vanLeeuwen2007,147.8695577,2.37,-14.8466031,1.32,12.36,0.26,vv,-14.19,0.08,MK,,,,,,,,,,,,,18.88,0.27,-21.85,0.15,vanLeeuwen2007,28.88,0.31,139.17,0.42,5.801,1.226,3.666,1.019,-19.635,1.419,,,,,,,King2003,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,5.280,0.014,4.210,0.009,,,,,5.289,0.990,-,UCAC4,4.214,0.990,-,UCAC4,,,,,3.190,0.151,,King2003,,,,,,,,,,2.579,0.270,8,UCAC4,2.171,0.250,8,UCAC4,2.069,0.290,8,UCAC4,,-0.176,--,U,ALLWISE,0.782,--,U,ALLWISE,1.993,0.013,A,ALLWISE,1.936,0.019,A,ALLWISE,,,,,,,,,,,-0.325,1.075,2.145,1.024,0.510,,,,,,,,,,,,King2003,,,,King2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King2003,,,,,,King2003,,,King2003,,,,,,Ursa Major,50,King2003,,,,,,,,,,,,,,,,,,,,,,-13.50,1.50,Montes2001,P,-14.30,0.60,Kharchenko2007,P,,,,,,,,,12.36,0.26,vanLeeuwen2007,P,19.2,10.6,vanAltena1995,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
09,51,50.700,-,79,01,38.00,F,,,,,,,,,,,HD86356        ,9404-00195-1,,,,,,055-008029,'6236811374889661758,09515069-7901377, ,J095150.58-790137.4,,,147.9611093,20.00,-79.0271707,23.00,2451544.5000,Hoeg2000,147.9611093,20.00,-79.0271707,23.00,-----,-----,,13.17,0.08,GT,,,,,,,,,,,,,-26.90,1.70,39.10,1.90,Hoeg2000,47.46,2.55,325.47,0.78,,,,,,,,,,,,,,,,,,,  ,,,,10.706,0.070,-,UCAC4,10.000,0.080,-,UCAC4,9.654,0.070,-,UCAC4,,,,,,11.095,0.047,10.284,0.033,,,,,10.945,0.080,-,UCAC4,10.28,,,Girard2011,,,,,,,,,,,,,,,,,,8.587,0.030,5,UCAC4,8.138,0.030,5,UCAC4,8.040,0.030,5,UCAC4,,7.995,0.196,B,ALLWISE,7.986,0.021,A,ALLWISE,7.921,0.019,A,ALLWISE,7.833,0.144,B,ALLWISE,,,,,,,,,,,-----,0.665,2.240,-----,0.547,,,,,,,,,,,G8,Guenther2007,,,,,,,,,,,,,,77.5,4.9,,Torres2006,,,,,,,,,,,,,,,,,,,,,,,,340.00,50,,Guenther2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chameleon,,Chameleon,,Guenther2007,,,,,,,,,,,,,,,,,,,,,,13.20,0.64,Guenther2007,P,10.50,6.10,Torres2006,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
09,53,13.700,-,79,33,28.00,F,,,,,,,,,,,HD86588        ,9404-01702-1,,,,,,053-007965,'6236829948089830480,09531375-7933285, ,J095313.67-793328.4,,,148.3072338,12.00,-79.5579094,14.00,2451544.5000,Hoeg2000,148.3072338,12.00,-79.5579094,14.00,-----,-----,,2.40,2.45,G,,,,,,,,,,,,,-11.80,1.50,4.00,1.50,Hoeg2000,12.46,2.12,288.73,8.82,,,,,,,,,,,,,,,,,,,  ,,,,10.083,0.130,-,UCAC4,9.594,0.060,-,UCAC4,9.196,0.040,-,UCAC4,,,,,,10.287,0.027,9.690,0.022,,,,,10.110,,,Girard2011,9.6,,,Girard2011,,,,,,,,,,,,,,,,,,8.346,0.030,5,UCAC4,8.087,0.030,5,UCAC4,7.994,0.030,5,UCAC4,,7.930,0.027,A,ALLWISE,7.960,0.021,A,ALLWISE,7.944,0.018,A,ALLWISE,8.093,0.166,B,ALLWISE,,,,,,,,,,,-----,0.510,1.606,-----,0.352,,,,,,,,,,,F6,Guenther2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.00,10,,Guenther2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chameleon,,Chameleon,,Guenther2007,,,,,,,,,,,,,,,,,,,,,,2.40,2.45,Guenther2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
09,53,21.200,-,10,14,20.00,,*,,,,,,,,,,2MUCD 10857,,,,,,,,'3662018251235081313,09532126-1014205, ,J095321.21-101421.3,,,148.3385890,72.00,-10.2390510,72.00,2451544.5000,PPMXL,148.3385890,72.00,-10.2390510,72.00,38.00,8.00,F,-----,-----,,,,,,,,,,,,,,-111.20,5.60,-44.50,5.60,PPMXL,119.77,7.92,248.19,6.96,,,,,,,,,,,,,,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,  ,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,13.469,0.028,A,2MASS,12.644,0.027,A,2MASS,12.142,0.022,A,2MASS,,11.769,0.022,A,ALLWISE,11.413,0.021,A,ALLWISE,10.728,0.118,B,ALLWISE,8.504,--,U,ALLWISE,,,,,,,,,,,-----,-----,-----,-----,1.327,,,,,,,,,,,M9γ,Faherty2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carina,65,Gagne2014d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00,8.00,Faherty2014,P,,,,,,,,,,,,,,,,,,.
